Code,Name,Country,Exchange,Currency,Type
7233,Dufu Technology Corp. Berhad,Malaysia,KLSE,MYR,Common Stock
7234,MESB Bhd,Malaysia,KLSE,MYR,Common Stock
7235,Superlon Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7237,Power Root Berhad,Malaysia,KLSE,MYR,Common Stock
7239,Scanwolf Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7240,Voir Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7241,BHS Industries Bhd,Malaysia,KLSE,MYR,Common Stock
7243,Bio Osmo Berhad,Malaysia,KLSE,MYR,Common Stock
7245,WZ Satu Berhad,Malaysia,KLSE,MYR,Common Stock
7246,Signature International Berhad,Malaysia,KLSE,MYR,Common Stock
7247,SCGM Bhd,Malaysia,KLSE,MYR,Common Stock
7248,SLP Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7249,Ewein Berhad,Malaysia,KLSE,MYR,Common Stock
7250,Uzma Berhad,Malaysia,KLSE,MYR,Common Stock
7251,Barakah Offshore Petroleum Berhad,Malaysia,KLSE,MYR,Common Stock
7252,Teo Seng Capital Berhad,Malaysia,KLSE,MYR,Common Stock
7253,Handal Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7277,Dialog Group Berhad,Malaysia,KLSE,MYR,Common Stock
7285,Tomypak Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7293,Yinson Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7315,AHB Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7323,Ken Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7374,Tien Wah Press Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7382,Golden Land Berhad,Malaysia,KLSE,MYR,Common Stock
7412,SHH Resources Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7439,Teck Guan Perdana Bhd,Malaysia,KLSE,MYR,Common Stock
7471,Eden Inc. Berhad,Malaysia,KLSE,MYR,Common Stock
7498,Ralco Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
7501,Harn Len Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
7528,DKLS Industries Bhd,Malaysia,KLSE,MYR,Common Stock
7544,Quality Concrete Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7579,AWC Berhad,Malaysia,KLSE,MYR,Common Stock
7595,ML Global Berhad,Malaysia,KLSE,MYR,Common Stock
7609,Ajiya Berhad,Malaysia,KLSE,MYR,Common Stock
7617,Magna Prima Bhd,Malaysia,KLSE,MYR,Common Stock
7668,Hai-O Enterprise Bhd,Malaysia,KLSE,MYR,Common Stock
7676,Gunung Capital Bhd,Malaysia,KLSE,MYR,Common Stock
7692,Widetech Malaysia Bhd,Malaysia,KLSE,MYR,Common Stock
7722,Asia Brands Berhad,Malaysia,KLSE,MYR,Common Stock
7757,UPA Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
7765,Rapid Synergy Bhd,Malaysia,KLSE,MYR,Common Stock
7773,EP Manufacturing Bhd,Malaysia,KLSE,MYR,Common Stock
7803,Rubberex Corp. M Bhd,Malaysia,KLSE,MYR,Common Stock
7811,Sapura Industrial Bhd,Malaysia,KLSE,MYR,Common Stock
7854,Timberwell Bhd,Malaysia,KLSE,MYR,Common Stock
7889,Thriven Global Berhad,Malaysia,KLSE,MYR,Common Stock
7935,Milux Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
7943,Sand Nisko Capital Bhd,Malaysia,KLSE,MYR,Common Stock
8044,Computer Forms (Malaysia) Bhd,Malaysia,KLSE,MYR,Common Stock
8079,Lee Swee Kiat Group Bhd,Malaysia,KLSE,MYR,Common Stock
8117,Poly Glass Fibre M Bhd,Malaysia,KLSE,MYR,Common Stock
8125,Daibochi Plastic &amp; Packaging Industry Bhd,Malaysia,KLSE,MYR,Common Stock
8133,Boustead Heavy Industries Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
8141,Majuperak Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
8176,Denko Industrial Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
8192,Mercury Industries Bhd,Malaysia,KLSE,MYR,Common Stock
8206,Eco World Development Group Berhad,Malaysia,KLSE,MYR,Common Stock
8273,Public Packages Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
8303,Kuantan Flour Mills Bhd,Malaysia,KLSE,MYR,Common Stock
8311,Pesona Metro Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
8338,Dataprep Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
8346,Perak Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
8362,KYM Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
8397,Tiong Nam Logistics Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
8419,Pansar Bhd,Malaysia,KLSE,MYR,Common Stock
8435,Concrete Engineering Products Bhd,Malaysia,KLSE,MYR,Common Stock
8443,HIL Industries Bhd,Malaysia,KLSE,MYR,Common Stock
8478,HWA TAI Industries Bhd,Malaysia,KLSE,MYR,Common Stock
8486,Lion Forest Industries Berhad,Malaysia,KLSE,MYR,Common Stock
8494,LBI Capital Bhd,Malaysia,KLSE,MYR,Common Stock
8524,Taliworks Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
8532,Sinotop Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
8567,Salcon Bhd,Malaysia,KLSE,MYR,Common Stock
8583,Mah Sing Group Bhd,Malaysia,KLSE,MYR,Common Stock
8591,Crest Builder Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
8605,Federal Furniture Holdings M Bhd,Malaysia,KLSE,MYR,Common Stock
8613,ENRA Group Berhad,Malaysia,KLSE,MYR,Common Stock
8621,LPI Capital Bhd,Malaysia,KLSE,MYR,Common Stock
8648,Jasa Kita Bhd,Malaysia,KLSE,MYR,Common Stock
8664,S P Setia Berhad,Malaysia,KLSE,MYR,Common Stock
8672,Kamdar Group (M) Bhd,Malaysia,KLSE,MYR,Common Stock
8702,Texchem Resources Bhd,Malaysia,KLSE,MYR,Common Stock
8745,Leweko Resources Bhd,Malaysia,KLSE,MYR,Common Stock
8761,Brem Holding Berhad,Malaysia,KLSE,MYR,Common Stock
8834,Ireka Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
8869,Press Metal Bhd,Malaysia,KLSE,MYR,Common Stock
8877,Ekovest Berhad,Malaysia,KLSE,MYR,Common Stock
8885,Reliance Pacific Bhd,Malaysia,KLSE,MYR,Common Stock
8893,MK Land Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
8907,EG Industries Berhad,Malaysia,KLSE,MYR,Common Stock
8923,Jiankun International Berhad,Malaysia,KLSE,MYR,Common Stock
8931,Jerasia Capital Bhd,Malaysia,KLSE,MYR,Common Stock
8966,Prolexus Bhd,Malaysia,KLSE,MYR,Common Stock
8982,Cepatwawasan Group Bhd,Malaysia,KLSE,MYR,Common Stock
9008,Omesti Bhd,Malaysia,KLSE,MYR,Common Stock
9016,Eksons Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
9059,TSH Resources Berhad,Malaysia,KLSE,MYR,Common Stock
9075,Theta Edge Berhad,Malaysia,KLSE,MYR,Common Stock
9083,Kumpulan Jetson Bhd,Malaysia,KLSE,MYR,Common Stock
9091,Emico Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
9113,Sanbumi Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
9121,KPS Consortium Bhd,Malaysia,KLSE,MYR,Common Stock
9148,Advanced Packaging Technology M Bhd,Malaysia,KLSE,MYR,Common Stock
9172,Formosa Prosonic Industries Berhad,Malaysia,KLSE,MYR,Common Stock
9199,Lysaght Galvanized Steel Bhd,Malaysia,KLSE,MYR,Common Stock
9237,Sarawak Consolidated Industries Berhad,Malaysia,KLSE,MYR,Common Stock
9261,Gadang Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
9288,Bonia Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
9296,RCE Capital Berhad,Malaysia,KLSE,MYR,Common Stock
9318,Fitters Diversified Berhad,Malaysia,KLSE,MYR,Common Stock
9326,LB Aluminium Bhd,Malaysia,KLSE,MYR,Common Stock
9334,KESM Industries Bhd,Malaysia,KLSE,MYR,Common Stock
9342,Anzo Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
9369,Teo Guan Lee Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
9385,Lay Hong Berhad,Malaysia,KLSE,MYR,Common Stock
9393,Industronics Bhd,Malaysia,KLSE,MYR,Common Stock
9407,Paragon Union Bhd,Malaysia,KLSE,MYR,Common Stock
9423,Chee Wah Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
9466,KKB Engineering Bhd,Malaysia,KLSE,MYR,Common Stock
9474,Brahim&apos;s Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
9539,Multi-Usage Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
9571,Mitrajaya Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
9598,Pintaras Jaya Bhd,Malaysia,KLSE,MYR,Common Stock
9601,Ho Wah Genting Bhd,Malaysia,KLSE,MYR,Common Stock
9679,WCT Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
9687,Ideal United Bintang Berhad,Malaysia,KLSE,MYR,Common Stock
9695,PLS Plantations Bhd,Malaysia,KLSE,MYR,Common Stock
9717,Sycal Ventures Berhad,Malaysia,KLSE,MYR,Common Stock
9741,Rohas Tecnic Bhd,Malaysia,KLSE,MYR,Common Stock
9776,Farm&apos;s Best Bhd,Malaysia,KLSE,MYR,Common Stock
9792,SEG International Bhd,Malaysia,KLSE,MYR,Common Stock
9806,Nationwide Express Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
9814,Bertam Alliance Bhd,Malaysia,KLSE,MYR,Common Stock
9822,SAM Engineering &amp; Equipment (M) Berhad,Malaysia,KLSE,MYR,Common Stock
9873,Prestar Resources Bhd,Malaysia,KLSE,MYR,Common Stock
9881,Leader Steel Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
9938,Bright Packaging Industry Bhd,Malaysia,KLSE,MYR,Common Stock
9946,Rex Industry Berhad,Malaysia,KLSE,MYR,Common Stock
9954,Asia Knight Berhad,Malaysia,KLSE,MYR,Common Stock
9962,Gromutual Bhd,Malaysia,KLSE,MYR,Common Stock
9997,Pensonic Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
BIMB,BIMB Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
CHHB,Country Heights Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
CIMB,CIMB Group Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
GENP,Genting Plantations Berhad,Malaysia,KLSE,MYR,Common Stock
MYEG,My E.G. Services Berhad,Malaysia,KLSE,MYR,Common Stock
